bibnum,title,author,isbn,publicationyear,publisher,itemtype,itemcollection,floatingitem,itemlocation,reportdate,itemcount,subject_1,subject_2,subject_3,subject_4,subject_5,subject_6,subject_7,subject_8,subject_9,subject_10,subject_11,subject_12,subject_13,subject_14,subject_15,subject_16,subject_17,subject_18,subject_19,subject_20,subject_21,subject_22
3208432,Bạch Tuyết,"Meyer, Marissa",,2016,"Nhà xuất bản Trẻ/Hoa Học Trò,",acbk,caln,NA,cen,2018-04-01T00:00:00.000,1,Princesses Juvenile fiction, Cyborgs Juvenile fiction, Stepmothers Juvenile fiction, Extraterrestrial beings Juvenile fiction, Queens Juvenile fiction, Princesses Fiction, Cyborgs Fiction, Stepmothers Fiction, Extraterrestrial beings Fiction, Queens Fiction, Love stories, Science fiction, Science fiction,,,,,,,,,
3117773,Heroes of the dustbin,"Whitesides, Tyler","1629720658, 9781629720654",[2015],"Shadow Mountain,",jcbk,ncfic,NA,qna,2018-08-01T00:00:00.000,1,Monsters Fiction, School custodians Fiction, Schools Fiction, Friendship Fiction, Magic Fiction,,,,,,,,,,,,,,,,,
3082468,Corruption officer : from jail guard to perpetrator inside Rikers Island,"Heyward, Gary L.","1476794324, 9781476794327",2015,"Atria Books,",acbk,canf,NA,cen,2018-05-01T00:00:00.000,2,Smugglers New York State New York Biography, Criminals New York State New York Biography, Correctional personnel New York State New York Biography, Rikers Island N Y,,,,,,,,,,,,,,,,,,
3305468,The Ship of the Dead,"Riordan, Rick","1423160932, 9781423160939",2017,"Disney-Hyperion,",jcbk,ncfic,NA,bea,2018-12-01T00:00:00.000,2,Loki Norse deity Juvenile fiction, Mythology Norse Juvenile fiction, Ships Juvenile fiction, Adventure and adventurers Fiction, Mythological fiction,,,,,,,,,,,,,,,,,
224274,"Sketco, the raven, Illustrated by Philip Surrey.","Ayre, Robert",,1961,"Macmillan,",arbk,casea,NA,cen,2018-05-01T00:00:00.000,1,Indians of North America British Columbia Legends,,,,,,,,,,,,,,,,,,,,,
3149288,Runaway,"May, Peter, 1951-","162365789X, 9781623657895",2016,"Quercus,",acbk,nafic,NA,col,2018-08-01T00:00:00.000,1,Runaway teenagers Fiction, Teenage musicians Fiction, Murder Fiction, Glasgow Scotland Fiction, London England Fiction, Mystery fiction,,,,,,,,,,,,,,,,
1395292,Turning life into fiction,"Hemley, Robin, 1958-",1884910009,[1994],"Story Press,",acbk,canf,NA,cen,2018-06-01T00:00:00.000,1,Fiction Authorship Problems exercises etc, Autobiography Authorship Problems exercises etc,,,,,,,,,,,,,,,,,,,,
3403483,Under fire : reporting from the front lines of the Trump White House,"Ryan, April, 1967-","1538113368, 9781538113363",[2018],"Rowman & Littlefield Publishing Group, Inc.,",acbk,naaanf,NA,dth,2018-11-01T00:00:00.000,1,Trump Donald 1946 Press coverage, Presidents Press coverage United States History 21st century, African American women journalists,,,,,,,,,,,,,,,,,,,
2628750,Oh my gods! : a look-it-up guide to the gods of mythology,"Bryant, Megan E.","1606310267, 1606310585, 9781606310267, 9781606310588",[2010],"Scholastic : Franklin Watts,",jcbk,ncfft,NA,cap,2018-05-01T00:00:00.000,1,Gods Greek Encyclopedias Juvenile, Mythology Greek Encyclopedias Juvenile,,,,,,,,,,,,,,,,,,,,
3113574,Journey in Satchidananda,"Coltrane-Turiyasangitananda, A. (Alice)",,[1997],"Impulse!,",accd,cacd,NA,cen,2018-10-01T00:00:00.000,2,Jazz 1961 1970, Piano music Jazz,,,,,,,,,,,,,,,,,,,,
1721835,"Corporate welfare : hearing before the Committee on the Budget, House of Representatives, One Hundred Fourth Congress, second session, hearing held in Washington, DC, March 7, 1996.",United States. Congress. House. Committee on the Budget,160528127,1996,"U.S. G.P.O. : For sale by the U.S. G.P.O., Supt. of Docs., Congressional Sales Office,",armfc,cadocmf,NA,cen,2018-11-01T00:00:00.000,1,Corporations Taxation United States, Subsidies United States,,,,,,,,,,,,,,,,,,,,
3303901,Icefire,"D'Lacey, Chris","0439672465, 9780439672467",[2007],"Scholastic Books,",jcbk,ncfic,NA,net,2018-08-01T00:00:00.000,1,Dragons Juvenile fiction, Bears Juvenile fiction, Boardinghouses Juvenile fiction, Supernatural Fiction, Arctic regions Juvenile fiction, Fantasy fiction, Action and adventure fiction,,,,,,,,,,,,,,,
2720047,The American heritage children's science dictionary.,,"0547333161, 9780547333168",[2010],"Houghton Mifflin Harcourt,",jcbk,ncnf,NA,cap,2018-06-01T00:00:00.000,1,Science Dictionaries Juvenile,,,,,,,,,,,,,,,,,,,,,
2984770,"Conquistadors, Aztecs & Incas","produced by Pilot Film and TV Productions for Discovery Networks Asia, Travel Channel International, Voyage, American Public Television ; producer, Lisa Dupenois ; director, Peter Boyd Macilean ; series producer, Kristine Juergensen ; executive producer, Ian Cross.","1937103132, 9781937103132",[2013],"Pilot Productions,",acdvd,nadvdnf,Floating,glk,2018-10-01T00:00:00.000,1,Mexico Description and travel, Peru Description and travel, Documentary television programs, Travelogues Television programs, Nonfiction television programs, Television series,,,,,,,,,,,,,,,,
3332243,Dos conejos blancos,"Buitrago, Jairo","1554989035, 9781554989034",2016,"Groundwood Books : House of Anansi Press,",jcbk,ccln,NA,cen,2018-11-01T00:00:00.000,1,Father and child Juvenile fiction, Rabbits Juvenile fiction, Refugees Juvenile fiction, Undocumented noncitizens Juvenile fiction, Emigration and immigration Juvenile fiction, Immigrants Juvenile fiction, Spanish language materials,,,,,,,,,,,,,,,
85,Handbook of Greek pottery; a guide for amateurs,"Folsom, Robert Slade",,[1967],"New York Graphic Society,",acbk,cs8r,NA,cen,2018-08-01T00:00:00.000,1,Pottery Greek Handbooks manuals etc,,,,,,,,,,,,,,,,,,,,,
2730215,The woman in the fifth : a novel,"Kennedy, Douglas, 1955-","1451602111, 9781451602111",2011,"Atria Paperback,",acbk,cafic,NA,cen,2018-09-01T00:00:00.000,1,Americans France Paris Fiction, Paris France Social life and customs Fiction,,,,,,,,,,,,,,,,,,,,
452383,"Partita for flute, and violin (or two violins) and string orchestra : op. 12.","Creston, Paul, 1906-1985",,[1959],"Leeds Music Corp.,",acmus,camus,NA,cen,2018-04-01T00:00:00.000,1,Suites Flute and violin with string orchestra Solos with piano,,,,,,,,,,,,,,,,,,,,,
2072964,"Racial distribution of students Seattle Public Schools October 1, 1970","Shepherd, George",,[1970],"The Schools,",arbk,casea,NA,cen,2018-11-01T00:00:00.000,1,Seattle Public Schools Statistics, Public schools Washington State Seattle Statistics, Minorities Education Washington State Seattle Statistics, School census Washington State Seattle,,,,,,,,,,,,,,,,,,
3032394,Once upon a potty : boy,"Frankel, Alona","1554072832, 9781554072835",2007,"Firefly Books,",jcbk,ncenf,NA,rbe,2018-08-01T00:00:00.000,1,Toilet training Juvenile literature, Boys Health and hygiene Juvenile literature,,,,,,,,,,,,,,,,,,,,
2001025,Final supplemental environmental impact statement for the : King County comprehensive plan 2000 and implementing development regulations,"[prepared under the direction of the King County Department of Development and Environmental Services, Land Use Services Division ; additional research and analysis were provided by the following firms, Dames & Moore/URS Greiner Woodward Clyde ... [and others]].",,[2000],"[The Division],",arbk,casea,NA,cen,2018-08-01T00:00:00.000,1,Land use Environmental aspects Washington State King County, Zoning Environmental aspects Washington State King County, Regional planning Environmental aspects Washington State King County,,,,,,,,,,,,,,,,,,,
3230567,Sidney Chambers and the persistence of love,"Runcie, James, 1959-","1408879026, 163286794X, 1632867958, 9781408879023, 9781632867940, 9781632867957",2017,"Bloomsbury,",acbk,namys,Floating,glk,2018-08-01T00:00:00.000,1,Chambers Sidney Fiction, Clergy England Fiction, Murder Investigation Fiction, Grantchester England Social life and customs 20th century Fiction, Mystery fiction, Detective and mystery fiction,,,,,,,,,,,,,,,,
3083968,The edge of dreams,"Bowen, Rhys","1250052025, 9781250052025",2015,"Minotaur Books,",acbk,namys,Floating,glk,2018-12-01T00:00:00.000,1,Murphy Molly Fictitious character Fiction, Women private investigators New York State New York Fiction, Serial murder investigation Fiction, New York N Y Fiction, Mystery fiction,,,,,,,,,,,,,,,,,
3296398,The language of thorns : midnight tales and dangerous magic,"Bardugo, Leigh","125012252X, 1250167086, 1250167094, 1250173922, 9781250122520, 9781250167088, 9781250167095, 9781250173928",2017,"Imprint,",acbk,cyfic,NA,cen,2018-01-01T00:00:00.000,1,Magic Juvenile fiction, Betrayal Juvenile fiction, Revenge Juvenile fiction, Sacrifice Juvenile fiction, Love Fiction, Young adult fiction, Short stories, Fantasy fiction,,,,,,,,,,,,,,
3374606,House of bamboo,Twentieth-Century Fox ; written by Harry Kleiner ; additional dialogue by Samuel Fuller ; produced by Buddy Adler ; directed by Samuel Fuller.,,©2005.,"Twentieth Century Fox Home Entertainment LLC,",acdvd,nadvd,Floating,nga,2018-12-01T00:00:00.000,1,Gangsters Japan Drama, Gambling Japan Drama, Americans Japan Drama, Tokyo Japan Drama, Feature films, Film noir, Gangster films, Police films, Fiction films, Video recordings for the hearing impaired,,,,,,,,,,,,
1098191,Encyclopedia of exhibition,National Association of Theatre Owners.,,1976-,"The Association,",arbk,caref,NA,cen,2018-05-01T00:00:00.000,1,Motion picture theaters United States Periodicals, Motion picture industry United States Periodicals, Motion pictures Distribution Periodicals,,,,,,,,,,,,,,,,,,,
3263224,The Moon platoon,"Kraatz, Jeramey","0062445979, 9780062445971",[2017],"Harper, an imprint of HarperCollinsPublishers,",jcbk,ncfic,NA,dth,2018-03-01T00:00:00.000,1,Moon Juvenile fiction,,,,,,,,,,,,,,,,,,,,,
544830,Waiving all points of order against the conference report on H.R. 2461 and against the consideration of such conference report : report (to accompany H. Res. 285).,United States. Congress. House. Committee on Rules,,[1989],"[U.S. G.P.O.],",armfc,cadocmf,NA,cen,2018-06-01T00:00:00.000,1,Bills Legislative United States,,,,,,,,,,,,,,,,,,,,,
3180929,Zak Zoo y el rescate en la playa,"Swain-Smith, Justine","8421699822, 9788421699829",[2013],Bruño,jcbk,ccln,NA,cen,2018-05-01T00:00:00.000,1,Zoo Zak Fictitious character Juvenile fiction, Animals Juvenile fiction, Beaches Juvenile fiction, Zoo Zak Fictitious character Fiction, Spanish language materials,,,,,,,,,,,,,,,,,
365747,"Marriage bonds of Hardin County, Kentucky, 1792-1812.","Stancliff, Mary Harrel.",,[1964],"[publisher not identified],",arbk,caref,NA,cen,2018-02-01T00:00:00.000,1,Marriage licenses Kentucky Hardin County,,,,,,,,,,,,,,,,,,,,,
2185836,History of Jackson County,"Jones, Romaine Aten, 1873-1963",,1953,"[publisher not identified],",arbk,caref,NA,cen,2018-08-01T00:00:00.000,1,Jackson County Ohio History, Jackson County Ohio Genealogy,,,,,,,,,,,,,,,,,,,,
2869933,Sheik Yerbouti,"Zappa, Frank",,[2012],"Zappa Records/UMe,",accd,nacd,Floating,wts,2018-09-01T00:00:00.000,1,Rock music 1971 1980,,,,,,,,,,,,,,,,,,,,,
3006902,Who is Jane Goodall?,"Edwards, Roberta","0448461927, 1451766300, 9780448461922, 9781451766301",[2012],"Grosset & Dunlap,",jcbk,ncnew,NA,cap,2018-12-01T00:00:00.000,1,Goodall Jane 1934 Juvenile literature, Chimpanzees, Primatologists, Primatologists England Biography Juvenile literature, Women primatologists England Biography Juvenile literature, Chimpanzees Tanzania Gombe Stream National Park Juvenile literature, Tanzania,,,,,,,,,,,,,,,
2718222,A vision of light : a Margaret of Ashbury novel,"Riley, Judith Merkle","0307237877, 9780307237873",[2006],"Three Rivers Press,",acbk,cafic,NA,cen,2018-12-01T00:00:00.000,1,Autobiography Authorship Fiction, Trials Witchcraft Fiction, Women healers Fiction, Women mystics Fiction, Scribes Fiction, Forceps Fiction, Widows Fiction, Great Britain History Edward III 1327 1377 Fiction, Historical fiction,,,,,,,,,,,,,
2881966,Blunt impact,"Black, Lisa, 1963-","072788252X, 9780727882523",2013,"Severn House,",acbk,namys,Floating,lcy,2018-04-01T00:00:00.000,1,MacLean Theresa Fictitious character Fiction, Women forensic scientists Ohio Cleveland Fiction, Murder Investigation Fiction, Mystery fiction,,,,,,,,,,,,,,,,,,
3375220,Like brothers,"Duplass, Mark","1101967714, 9781101967713",[2018],"Ballantine Books,",acbk,nanf,NA,fre,2018-08-01T00:00:00.000,1,Duplass Mark, Duplass Jay, Actors United States Biography, Motion picture producers and directors United States Biography, Screenwriters United States Biography,,,,,,,,,,,,,,,,,
2484284,Stink and the great Guinea Pig Express,"McDonald, Megan","0763628352, 0763663913, 9780763628352, 9780763663919",2008,"Candlewick Press,",jcbk,ncef,NA,bro,2018-12-01T00:00:00.000,1,Stink Fictitious character Juvenile fiction, Guinea pigs Juvenile fiction, Animal rescue Juvenile fiction, Automobile travel Juvenile fiction, Virginia Juvenile fiction,,,,,,,,,,,,,,,,,
704823,The trouble with Francis; an autobiography.,"Francis, Robert, 1901-1987",,1971,"University of Massachusetts Press,",acbk,cab,NA,cen,2018-10-01T00:00:00.000,1,Francis Robert 1901 1987,,,,,,,,,,,,,,,,,,,,,
1909740,"Road atlas: United States, Canada, and Mexico.",Rand McNally and Company,,,Rand McNally.,acbk,naatlas,NA,gwd,2018-01-01T00:00:00.000,2,Roads United States Maps, Roads Canada Maps, Roads Mexico Maps,,,,,,,,,,,,,,,,,,,
3162400,Love's Christmas journey,"RHI Entertainment ; a PIXL Entertainment production ; in association with Larry Levinson Productions ; produced by Lincoln Lageson ; written by George Tierney ; directed by David S. Cass, Sr.",,[2012],"20th Century Fox Home Entertainment,",acdvd,nadvd,Floating,uni,2018-01-01T00:00:00.000,1,Widows Drama, Brothers and sisters Drama, Missing persons Drama, Holidays Drama, Christian life Drama, Frontier and pioneer life Drama, Man woman relationships Drama, Made for TV movies, Christmas television programs, Historical television programs, Christian television programs, Fiction television programs, Video recordings for the hearing impaired,,,,,,,,,
3219175,The little elephant who wants to fall asleep : a new way of getting children to sleep,"Forssén Ehrlin, Carl-Johan, 1978-","0399554238, 9780399554230",[2016],"Crown Books for Young Readers,",jcbk,ncnf,NA,swt,2018-05-01T00:00:00.000,1,Children Sleep Juvenile fiction, Elephants Juvenile fiction, Sleep Juvenile fiction, Bedtime Juvenile fiction,,,,,,,,,,,,,,,,,,
2660284,Aero-hydrodynamics and the performance of sailing yachts : the science behind sailing yachts and their design,"Fossati, Fabio, 1962-","0071629106, 9780071629102",2009,"International Marine /McGraw-Hill,",acbk,canf,NA,cen,2018-08-01T00:00:00.000,2,Yachts Design and construction, Sailboats Aerodynamics, Sailboats Hydrodynamics,,,,,,,,,,,,,,,,,,,
3278637,Meditations from the mat : daily reflections on the path of yoga,"Gates, Rolf","0385721544, 9780385721547",[2002],"Anchor Books,",acbk,nanf,NA,cap,2018-11-01T00:00:00.000,1,Hatha yoga, Meditations,,,,,,,,,,,,,,,,,,,,
2900853,Two fronts,"Turtledove, Harry","0345524683, 9780345524683",[2013],"Ballantine Books,",acbk,casf,NA,cen,2018-01-01T00:00:00.000,2,World War 1939 1945 Fiction, Alternative histories Fiction, Historical fiction, War stories,,,,,,,,,,,,,,,,,,
2882738,The Testing,"Charbonneau, Joelle","0547959109, 9780547959108",2013,"Houghton Mifflin Harcourt,",acbk,nyfic,NA,cap,2018-01-01T00:00:00.000,1,Examinations Fiction, Missing persons Fiction, Graduation School Fiction, Universities and colleges Fiction, Schools Fiction, Young adult fiction,,,,,,,,,,,,,,,,
3359050,The truth machine : the blockchain and the future of everything,"Casey, Michael, 1967-","1250114578, 9781250114570",[2018],"St Martin's Press,",acbk,nanf,NA,lcy,2018-05-01T00:00:00.000,1,Electronic funds transfers, Blockchains Databases, Bitcoin, Data encryption Computer science, Database security, Banks and banking Technological innovations,,,,,,,,,,,,,,,,
2994405,We are not ourselves,"Thomas, Matthew, 1975-","147675666X, 1476756678, 9781476756660, 9781476756677",2014,"Simon & Schuster,",acbk,nafic,NA,nga,2018-02-01T00:00:00.000,1,Irish Americans History 20th century Fiction, Ireland Emigration and immigration History Fiction, Queens New York N Y History 20th century Fiction, Historical fiction, Domestic fiction,,,,,,,,,,,,,,,,,
3126031,Emily Windsnap and the ship of lost souls,"Kessler, Liz","0763676888, 9780763676889",2015,"Candlewick Press,",jcbk,ncfic,NA,mgm,2018-05-01T00:00:00.000,1,Windsnap Emily Fictitious character Juvenile fiction, Mermaids Juvenile fiction, Ships Juvenile fiction, Islands Juvenile fiction, Atlantis Legendary place Juvenile fiction,,,,,,,,,,,,,,,,,
2988008,Violet Mackerel's possible friend,"Branford, Anna","1442494557, 1442494565, 9781442494558, 9781442494565",[2014],"Atheneum Books for Young Readers,",jcbk,ncef,NA,bro,2018-01-01T00:00:00.000,1,Worry Juvenile fiction, Moving Household Juvenile fiction, Family life Fiction, Friendship Juvenile fiction, Families Juvenile fiction,,,,,,,,,,,,,,,,,
1882242,Plays,"Ayckbourn, Alan, 1939-","0571176801, 0571194575",1995-<1998>,"Faber and Faber,",acbk,canf,NA,cen,2018-10-01T00:00:00.000,2,,,,,,,,,,,,,,,,,,,,,,
2932739,Good tidings and great joy : protecting the heart of Christmas,"Palin, Sarah, 1964-","0062292889, 9780062292889",©2013.,"Broadside Books, an imprint of HarperCollins,",acbk,canf,NA,cen,2018-08-01T00:00:00.000,2,Jesus Christ Nativity, Christmas, Consumption Economics Religious aspects Christianity, Christianity,,,,,,,,,,,,,,,,,,
553686,"H.P. Alvermann. Objekte 1959-1966. (Ausstellung) 24.4.-31.5 1970, Kunst- u. Museumsverein Wuppertal.",(Bearb.: Johann Heinrich Müller. Fotos: Reiner Ruthenbeck. [Ausstellungskatalog]),,1970),"Kunst- und Museumsverein,",arbk,cs8r,NA,cen,2018-09-01T00:00:00.000,1,Alvermann Hans Peter 1931 Exhibitions,,,,,,,,,,,,,,,,,,,,,
2584753,"The President's fiscal year 2009 budget : hearing before the Committee on Ways and Means, U.S. House of Representatives, One Hundred Tenth Congress, second session, February 13, 2008.",United States. Congress. House. Committee on Ways and Means,,2009,"U.S. G.P.O. : For sale by the Supt. of Docs., U.S. G.P.O.,",armfc,cadocmf,NA,cen,2018-12-01T00:00:00.000,1,United States Department of Health and Human Services Appropriations and expenditures, Budget United States, Taxation United States, Fiscal policy United States, Medicare Finance, United States Appropriations and expenditures 2009,,,,,,,,,,,,,,,,
3374278,Bugging out,"Kloepfer, John","0062427539, 9780062427533",[2018],"Harper, an imprint of HarperCollinsPublishers,",jcbk,ncnew,NA,spa,2018-08-01T00:00:00.000,1,Humorous stories, Monsters Juvenile fiction, Insects Juvenile fiction,,,,,,,,,,,,,,,,,,,
400086,Symphony no. 11; Seven rituals of music.,"Cowell, Henry, 1897-1965",,[1955],"Associated Music Publishers,",acmus,camus,NA,cen,2018-11-01T00:00:00.000,1,Symphonies Scores,,,,,,,,,,,,,,,,,,,,,
3009678,A darkness more than night,"Connelly, Michael, 1956-","1455550671, 9781455550678",2014,"Grand Central Publishing,",acbk,namys,Floating,nga,2018-06-01T00:00:00.000,1,Bosch Harry Fiction, McEvoy Jack Fictitious character Fiction, Private investigators California Los Angeles Fiction, Police California Los Angeles Fiction, Serial murder investigation California Los Angeles Fiction, Serial murders Fiction, Los Angeles Calif Fiction, Detective and mystery fiction,,,,,,,,,,,,,,
3179905,The Bourne identity,"a Universal Pictures presentation ; a Hypnotic and Kennedy/Marshall production ; produced by Doug Liman, Patrick Crowley, Richard N. Gladstein ; screenplay by Tony Gilroy and William Blake Harron ; directed by Doug Liman.",,[2016],"Universal Studios Home Entertainment,",acdvd,nadvd,Floating,hip,2018-03-01T00:00:00.000,2,United States Central Intelligence Agency Drama, Bourne Jason Fictitious character Drama, Undercover operations Drama, Amnesia Drama, Intelligence officers Drama, Feature films, Action and adventure films, Thrillers Motion pictures, Fiction films, Video recordings for the hearing impaired,,,,,,,,,,,,
3354734,Opposites attract,"McCullough, Kathy","0606402489, 0736438289, 0736438297, 1536411906, 1537917285, 9780606402484, 9780736438285, 9780736438292, 9781536411904, 9781537917283",[2017],"Random House,",jcbk,ncef,NA,nga,2018-07-01T00:00:00.000,1,Rapunzel Tale Juvenile fiction, Inventions Juvenile fiction, Hair Juvenile fiction, Wizards Juvenile fiction, Fairy tales, Adventure fiction,,,,,,,,,,,,,,,,
1293292,Moving forward : approaches to implementing the regional transit vision,Sound Metropolitan Area Regional Transit (Wash.),,[1993],"[SMART?],",arbk,casea,NA,cen,2018-10-01T00:00:00.000,1,Regional Transit Project Wash, Regional Transit System Wash, Local transit Washington State Seattle Metropolitan Area Planning, Local transit Washington State Puget Sound Region Planning, Transportation Washington State Seattle Metropolitan Area Planning, Transportation Washington State Puget Sound Region Planning,,,,,,,,,,,,,,,,
2532209,Addis Berner Bear forgets,"Stewart, Joel","0374300364, 9780374300364",2008,"Farrar, Straus and Giroux,",jcbk,ccpic,NA,cen,2018-05-01T00:00:00.000,1,City and town life Juvenile fiction, Memory Juvenile fiction, Musicians Juvenile fiction, Bears Juvenile fiction,,,,,,,,,,,,,,,,,,
3003915,Station Eleven,"Mandel, Emily St. John, 1979-","0385353308, 9780385353304",2014,"Alfred A. Knopf,",acbk,nafic,NA,fre,2018-09-01T00:00:00.000,1,Actors Fiction, Time travel Fiction, Thrillers Fiction, Action and adventure fiction, Science fiction, Dystopian fiction,,,,,,,,,,,,,,,,
481056,"Census, Washington Territory : Mason County, 1889.","Ackerman, Dolores Dunn",,1986,"Stack Enterprises,",arbk,caref,NA,cen,2018-05-01T00:00:00.000,1,Mason County Wash Census 1889, Mason County Wash Genealogy,,,,,,,,,,,,,,,,,,,,
2210365,Earthshake : poems from the ground up,"Peters, Lisa Westberg","0060292652, 0060292660",[2003],"Greenwillow Books,",jcbk,ccnf,NA,cen,2018-05-01T00:00:00.000,1,Geology Juvenile poetry, Childrens poetry American Juvenile literature, American poetry Juvenile literature, Earth Planet Juvenile poetry,,,,,,,,,,,,,,,,,,
2988726,The complete photo guide to clothing construction,"Haynes, Christine","1589237773, 9781589237773",[2014],"Creative Publishing,",acbk,nanf,NA,cap,2018-03-01T00:00:00.000,1,Sewing Technique, Clothing and dress,,,,,,,,,,,,,,,,,,,,
1929906,"Art, the critics' choice : 150 masterpieces of western art selected and defined by the experts",introduced by John Russell ; edited by Marina Vaizey.,823002608,1999,"Watson-Guptill Publications,",acbk,canf,NA,cen,2018-09-01T00:00:00.000,1,Masterpiece Artistic, Art History,,,,,,,,,,,,,,,,,,,,
3171473,"The life project : the extraordinary story of 70,000 ordinary lives","Pearson, Helen","1593766459, 9781593766450",[2016],"Soft Skull Press, an imprint of Counterpoint,",acbk,canf,NA,cen,2018-10-01T00:00:00.000,2,Population research Great Britain 20th century, Demographic surveys Great Britain History 20th century, Great Britain Population History 20th century,,,,,,,,,,,,,,,,,,,
1630707,"Reducing explosive characteristics of ammonium nitrate fertilizer : hearing before the Subcommittee on Commerce, Trade, and Hazardous Materialsof the Committee on Commerce, House of Representatives, One Hundred Fourth Congress, first session, May 22, 1995.","United States. Congress. House. Committee on Commerce. Subcommittee on Commerce, Trade, and Hazardous Materials",160471338,1995,"U.S. G.P.O. : For sale by the U.S. G.P.O., Supt. of Docs., Congressional Sales Office,",acbk,canf,NA,cen,2018-07-01T00:00:00.000,1,Bombings United States Prevention, Fertilizers, Ammonium nitrate, Neutralization Chemistry,,,,,,,,,,,,,,,,,,
2743954,"The night before Christmas : or, A visit from St. Nicholas : the classic edition","Moore, Clement Clarke, 1779-1863","1604332379, 9781604332377",[2011],"Applesauce Press,",jcbk,nchol,NA,swt,2018-12-01T00:00:00.000,1,Christmas poetry Juvenile literature, Santa Claus Juvenile poetry, Childrens poetry American Juvenile literature, Christmas Poetry, American poetry Juvenile literature,,,,,,,,,,,,,,,,,
2531046,"All stations! distress! : April 15, 1912, the day the Titanic sank","Brown, Don, 1949-","1596432225, 9781596432222",2008,"Roaring Brook Press,",jcbk,ncnf,NA,bea,2018-06-01T00:00:00.000,1,Titanic Steamship Juvenile literature, Shipwrecks North Atlantic Ocean Juvenile literature, Shipwrecks Juvenile literature,,,,,,,,,,,,,,,,,,,
3102518,Video game programming for kids,"Harbour, Jonathan S.","1305501829, 9781305501829",[2015].,"Cengage Learning PTR,",jcbk,ncnf,NA,swt,2018-11-01T00:00:00.000,1,Video games Design Juvenile literature,,,,,,,,,,,,,,,,,,,,,
437908,Lute music of John Dowland,"Dowland, John, 1563?-1626",,[1976],"RCA Red Seal,",acrec,cs8,NA,cen,2018-01-01T00:00:00.000,1,Lute music, Lute music Lutes 2,,,,,,,,,,,,,,,,,,,,
3286583,In the middle of fall,"Henkes, Kevin","006257311X, 0062573128, 9780062573117, 9780062573124",[2017],"Greenwillow Books, an imprint of HarperCollinsPublishers,",jcbk,ncpic,NA,bal,2018-05-01T00:00:00.000,2,Autumn Juvenile fiction, Seasons Juvenile fiction,,,,,,,,,,,,,,,,,,,,
2918831,Magic City. The complete first season,Starz Originals ; produced by Dwayne Shattuck.,,2012,"Anchor Bay Entertainment,",acdvd,nadvd,Floating,hip,2018-06-01T00:00:00.000,1,Organized crime Drama, Miami Beach Fla Drama, Television series, Historical television programs, Fiction television programs, Video recordings for the hearing impaired,,,,,,,,,,,,,,,,
3153516,A place for Elijah,"Easton-Ruben, Kelly","1467778419, 146777846X, 9781467778411, 9781467778466",[2016],"Kar-Ben Publishing,",jcbk,nchol,NA,col,2018-02-01T00:00:00.000,1,Elijah Biblical prophet Juvenile fiction, Passover Juvenile fiction,,,,,,,,,,,,,,,,,,,,
3360015,"Work : the last 1,000 years","Komlosy, Andrea,","1786634104, 9781786634108",2018,"Verso,",acbk,canf,NA,cen,2018-04-01T00:00:00.000,1,Employment Economic theory History, Labor History, Work History,,,,,,,,,,,,,,,,,,,
3007096,Trieste and the meaning of nowhere,"Morris, Jan, 1926-2020","0306811804, 9780306811807",2002,"Da Capo Press,",acbk,nanf,NA,dlr,2018-08-01T00:00:00.000,1,Morris Jan 1926 Travel Italy Trieste, Trieste Italy Description and travel,,,,,,,,,,,,,,,,,,,,
3157006,Tuesday nights in 1980,"Prentiss, Molly","1501121049, 1501121057, 9781501121043, 9781501121050",2016,"Scout Press,",acbk,nafic,NA,nga,2018-04-01T00:00:00.000,1,Art critics New York State New York Fiction, Painters New York State New York Fiction, Art Collectors and collecting New York State New York Fiction,,,,,,,,,,,,,,,,,,,
2668185,Insects,"Solway, Andrew","1432923552, 143292365X, 9781432923556, 9781432923655",[2009],"Heinemann Library,",jcbk,ncnf,NA,bro,2018-01-01T00:00:00.000,1,Insects Classification Juvenile literature, Insects Juvenile literature,,,,,,,,,,,,,,,,,,,,
2285712,Cam Jansen : the tennis trophy mystery,"Adler, David A.","0142402907, 1415580499, 9780142402900",2005,"Puffin Books,",jcbk,ncef,NA,bro,2018-07-01T00:00:00.000,1,Jansen Cam Fictitious character Juvenile fiction, Lost articles Juvenile fiction, Teachers Juvenile fiction, Tennis Fiction, Lost and found possessions Fiction, Mystery and detective stories,,,,,,,,,,,,,,,,
2285289,"Organochlorine pesticides in the Johnson Creek Basin, Oregon, 1988-2002","Tanner, Dwight Q.",,2004,"U.S. Dept. of the Interior, U.S. Geological Survey ; For sale by U.S. Geological Survey, Information Services,",acbk,canf,NA,cen,2018-05-01T00:00:00.000,1,Organochlorine compounds Environmental aspects Oregon Johnson Creek Watershed Clackamas County and Multnomah County, Water Pesticide content Oregon Johnson Creek Watershed Clackamas County and Multnomah County, Water Pollution Oregon Johnson Creek Watershed Clackamas County and Multnomah County,,,,,,,,,,,,,,,,,,,
256877,"Minerals and mining, Nova Scotia","Drummond, R. (Robert), 1840-1925",,1918,"Mining Record Office,",arbk,cs7r,NA,cen,2018-04-01T00:00:00.000,1,Mines and mineral resources Nova Scotia,,,,,,,,,,,,,,,,,,,,,
1136626,Crime against nature,"Pratt, Minnie Bruce","0932379729, 0932379737",[1990],"Firebrand Books,",acbk,canf,NA,cen,2018-09-01T00:00:00.000,1,,,,,,,,,,,,,,,,,,,,,,
